Column1,short_description
2458,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
2459,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
2460,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
2461,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
2462," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
2463," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
2464," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
2465, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
2466, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
2467, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
2468,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
2469,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
2470," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
2471," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
2472,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
2473,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
2474,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
2475,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
2476,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
2477," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
2478," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
2479," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
2480, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
2481, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
2482, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
2483,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
2484,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
2485," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
2486," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
2487,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
2488,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
2489,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
2490,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
2491,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
2492," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
2493," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
2494," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
2495, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
2496, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
2497, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
2498,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
2499,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
2500," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
2501," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
2502,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
2503,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
2504,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
2505,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
2506,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
2507," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
2508," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
2509," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
2510, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
2511, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
2512, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
2513,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
2514,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
2515," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
2516," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
2517,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
2518,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
2519,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
2520,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
2521,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
2522," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
2523," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
2524," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
2525, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
2526, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
2527, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
2528,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
2529,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
2530," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
2531," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
2532,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
2533,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
2534,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
2535,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
2536,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
2537," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
2538," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
2539," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
2540, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
2541, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
2542, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
2543,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
2544,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
2545," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
2546," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
2547,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
2548,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
2549,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
2550,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
2551,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
2552," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
2553," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
2554," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
2555, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
2556, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
2557, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
2558,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
2559,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
2560," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
2561," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
2562,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
2563,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
2564,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
2565,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
2566,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
2567," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
2568," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
2569," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
2570, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
2571, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
2572, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
2573,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
2574,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
2575," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
2576," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
2577,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
2578,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
2579,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
2580,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
2581,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
2582," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
2583," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
2584," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
2585, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
2586, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
2587, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
2588,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
2589,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
2590," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
2591," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
2592,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
2593,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
2594,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
2595,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
2596,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
2597," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
2598," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
2599," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
2600, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
2601, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
2602, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
2603,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
2604,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
2605," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
2606," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
2607,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
2608,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
2609,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
2610,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
2611,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
2612," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
2613," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
2614," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
2615, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
2616, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
2617, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
2618,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
2619,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
2620," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
2621," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
2622,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
2623,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
2624,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
2625,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
2626,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
2627," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
2628," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
2629," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
2630, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
2631, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
2632, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
2633,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
2634,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
2635," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
2636," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
2637,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
2638,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
2639,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
2640,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
2641,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
2642," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
2643," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
2644," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
2645, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
2646, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
2647, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
2648,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
2649,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
2650," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
2651," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
2652,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
2653,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
2654,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
2655,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
2656,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
2657," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
2658," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
2659," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
2660, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
2661, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
2662, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
2663,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
2664,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
2665," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
2666," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
